location,lon,lat,population,ID,ID_Gem,Ai_walk_correct,Ai_walk_optimum,Ai_z_norm_correct,Ai_z_norm_optimized
502,8.566372,47.29367,31,14101008,141,0.00388637179533049,0.00122772717224341,0.003870548965471613,0.0015107839011659508
503,8.566391,47.29457,44,14101009,141,0.00393826997436023,0.00110836103639207,0.0034183322994732106,9.089930929368135e-4
504,8.56641,47.29547,51,14101009,141,0.00380531210837707,9.28081203133e-4,0.0034183322994732106,9.089930929368135e-4
505,8.566429,47.29637,16,14101009,141,0.00375212941848472,7.5857945730442e-4,0.0034183322994732106,9.089930929368135e-4
506,8.567333,47.27657,26,13701001,137,4.9740691527136e-4,6.4248421165744e-4,5.678864776612664e-4,8.56909960488021e-4
507,8.567352,47.27747,19,13701001,137,4.3802297879602e-4,5.746719559353e-4,5.678864776612664e-4,8.56909960488021e-4
508,8.567371,47.27837,22,13701001,137,4.7592874333251e-4,6.1838477755399e-4,5.678864776612664e-4,8.56909960488021e-4
509,8.567485,47.28377,9,14101012,141,2.4642133020703e-4,7.4651195832075e-4,7.478943242087212e-4,9.552562874895438e-4
510,8.567504,47.28467,19,14101012,141,5.8584866939013e-4,0.00104630493766299,7.478943242087212e-4,9.552562874895438e-4
511,8.567523,47.28557,67,14101012,141,8.490378249227e-4,0.00109700092558405,7.478943242087212e-4,9.552562874895438e-4
512,8.567542,47.28647,71,14101010,141,0.00110746020315701,8.9301563903803e-4,0.0018090311070793337,0.001138596956149763
513,8.567561,47.28737,127,14101010,141,0.00172264042587131,0.00115540172307089,0.0018090311070793337,0.001138596956149763
514,8.56758,47.28827,48,14101010,141,0.00179531302317894,9.8790169045993e-4,0.0018090311070793337,0.001138596956149763
515,8.567599,47.28916,59,14101010,141,0.00211190133297138,0.00100217145107061,0.0018090311070793337,0.001138596956149763
516,8.567618,47.29006,46,14101010,141,0.0025790150034704,0.0012226460137289,0.0018090311070793337,0.001138596956149763
517,8.567637,47.29096,87,14101011,141,0.00316175755581351,0.00121842518241952,0.002170767034052005,8.802423458940794e-4
518,8.567656,47.29186,141,14101011,141,0.00352921605455773,0.00109365413671687,0.002170767034052005,8.802423458940794e-4
519,8.567675,47.29276,89,14101011,141,0.0035498170917432,0.00108189737163781,0.002170767034052005,8.802423458940794e-4
520,8.567694,47.29366,195,14101009,141,0.00344134435411105,9.1551704335815e-4,0.0034183322994732106,9.089930929368135e-4
521,8.567713,47.29456,61,14101009,141,0.00350101828019599,9.0994036976494e-4,0.0034183322994732106,9.089930929368135e-4
522,8.567732,47.29546,23,14101009,141,0.00338913172911717,8.4421387710657e-4,0.0034183322994732106,9.089930929368135e-4
523,8.568636,47.27566,26,13701001,137,6.3737853070133e-4,7.8591173403824e-4,5.678864776612664e-4,8.56909960488021e-4
524,8.568655,47.27656,28,13701001,137,5.7734580212516e-4,7.2731902864543e-4,5.678864776612664e-4,8.56909960488021e-4
525,8.568674,47.27746,54,13701001,137,5.8178476655086e-4,7.3179946892129e-4,5.678864776612664e-4,8.56909960488021e-4
526,8.568693,47.27836,29,13701001,137,5.2739724944768e-4,6.7533808504718e-4,5.678864776612664e-4,8.56909960488021e-4
527,8.568712,47.27926,21,14101012,141,7.6442904824725e-4,7.4232436104677e-4,7.478943242087212e-4,9.552562874895438e-4
528,8.568769,47.28196,3,14101012,141,6.301175928484e-4,6.094009328524e-4,7.478943242087212e-4,9.552562874895438e-4
529,8.568807,47.28376,16,14101012,141,3.9550650939518e-4,9.9194811011258e-4,7.478943242087212e-4,9.552562874895438e-4
530,8.568826,47.28466,66,14101012,141,2.4008605757123e-4,8.704383808484e-4,7.478943242087212e-4,9.552562874895438e-4
531,8.568845,47.28555,153,14101012,141,9.3238618884479e-4,0.00110178727102465,7.478943242087212e-4,9.552562874895438e-4
532,8.568864,47.28645,110,14101010,141,0.00109941727326534,9.9176680329394e-4,0.0018090311070793337,0.001138596956149763
533,8.568883,47.287350000000004,95,14101010,141,0.00138783895690329,0.00112804012943246,0.0018090311070793337,0.001138596956149763
534,8.568902,47.28825,97,14101010,141,0.00157184914425721,9.2114557415235e-4,0.0018090311070793337,0.001138596956149763
535,8.568921,47.28915,13,14101010,141,0.00195879243121922,9.2751965313626e-4,0.0018090311070793337,0.001138596956149763
536,8.56894,47.29005,140,14101011,141,0.00245381936104838,9.2629076185646e-4,0.002170767034052005,8.802423458940794e-4
537,8.568959,47.29095,108,14101011,141,0.00297545325741787,6.9304624318648e-4,0.002170767034052005,8.802423458940794e-4
538,8.568978,47.29185,61,14101011,141,0.00316857043561561,9.215385761916e-4,0.002170767034052005,8.802423458940794e-4
539,8.568997,47.29275,131,14101011,141,0.00311615634550277,9.0021039978018e-4,0.002170767034052005,8.802423458940794e-4
540,8.569016,47.29365,26,14101009,141,0.00314613173015232,7.8058001949816e-4,0.0034183322994732106,9.089930929368135e-4
541,8.569938,47.27475,3,13701001,137,5.4515391423606e-4,6.9409336960977e-4,5.678864776612664e-4,8.56909960488021e-4
542,8.569957,47.27565,13,13701001,137,6.3210672273208e-4,7.8096079403243e-4,5.678864776612664e-4,8.56909960488021e-4
543,8.569976,47.27655,28,13701001,137,8.0482282518782e-4,9.2388928452703e-4,5.678864776612664e-4,8.56909960488021e-4
544,8.569995,47.27745,24,13701001,137,8.0141246560774e-4,9.2153962749582e-4,5.678864776612664e-4,8.56909960488021e-4
545,8.570014,47.27835,85,13701001,137,7.4219176197566e-4,8.7677605846164e-4,5.678864776612664e-4,8.56909960488021e-4
546,8.570033,47.27925,31,13701001,137,8.1572289354748e-4,8.565493564969e-4,5.678864776612664e-4,8.56909960488021e-4
547,8.570109,47.28284,75,14101012,141,6.5253489571181e-4,0.00104589590432755,7.478943242087212e-4,9.552562874895438e-4
548,8.570129,47.28374,68,14101012,141,5.2425322626857e-4,9.2219569900578e-4,7.478943242087212e-4,9.552562874895438e-4
549,8.570148,47.28464,45,14101012,141,0.00025963252721811003,7.4660606441365e-4,7.478943242087212e-4,9.552562874895438e-4
550,8.570167,47.28554,60,14101010,141,9.7752602400667e-4,0.00111435560305601,0.0018090311070793337,0.001138596956149763
551,8.570186,47.28644,57,14101010,141,5.8419951736555e-4,8.5803938694257e-4,0.0018090311070793337,0.001138596956149763
552,8.570205,47.28734,63,14101010,141,0.00122605072585635,9.3184492922029e-4,0.0018090311070793337,0.001138596956149763
553,8.570224,47.28824,48,14101011,141,0.00159082607394832,8.0220634406066e-4,0.002170767034052005,8.802423458940794e-4
554,8.570243,47.28914,34,14101011,141,0.00176407882278094,7.9865045683119e-4,0.002170767034052005,8.802423458940794e-4
555,8.570262,47.29004,57,14101011,141,0.00233439435195351,8.2305997700647e-4,0.002170767034052005,8.802423458940794e-4
556,8.570281,47.29094,9,14101011,141,0.00240719657980956,7.4619658796999e-4,0.002170767034052005,8.802423458940794e-4
557,8.5703,47.29184,31,14101011,141,0.00286628350219259,6.1596268405774e-4,0.002170767034052005,8.802423458940794e-4
558,8.571221,47.27294,3,13701001,137,3.6394327701316e-4,4.845104486104e-4,5.678864776612664e-4,8.56909960488021e-4
559,8.57124,47.27384,7,13701001,137,3.8207298705879e-4,5.0710038226546e-4,5.678864776612664e-4,8.56909960488021e-4
560,8.571259,47.27474,7,13701001,137,4.5866245912126e-4,5.9862396233718e-4,5.678864776612664e-4,8.56909960488021e-4
561,8.571278,47.27564,12,13701001,137,5.2728865490633e-4,6.7522149208073e-4,5.678864776612664e-4,8.56909960488021e-4
562,8.571298,47.27654,33,13701001,137,8.2964495958643e-4,9.4112879910382e-4,5.678864776612664e-4,8.56909960488021e-4
563,8.571317,47.27743,71,13701001,137,8.9514302657063e-4,9.8193953449373e-4,5.678864776612664e-4,8.56909960488021e-4
564,8.571336,47.27833,52,13701001,137,9.2912763385821e-4,0.00100029738144565,5.678864776612664e-4,8.56909960488021e-4
565,8.571355,47.27923,11,13701001,137,8.4243192835661e-4,9.4927633079326e-4,5.678864776612664e-4,8.56909960488021e-4
566,8.571393,47.28103,13,14101012,141,9.0795610934347e-4,8.8706591578734e-4,7.478943242087212e-4,9.552562874895438e-4
567,8.571412,47.28193,67,14101012,141,8.2656484834956e-4,0.00109938838298744,7.478943242087212e-4,9.552562874895438e-4
568,8.571431,47.28283,75,14101012,141,8.0394410764708e-4,0.00106438287459068,7.478943242087212e-4,9.552562874895438e-4
569,8.57145,47.28373,97,14101012,141,6.6667497546705e-4,0.00101974757202167,7.478943242087212e-4,9.552562874895438e-4
570,8.571469,47.28463,64,14101012,141,6.4042843542983e-4,0.00112274154789949,7.478943242087212e-4,9.552562874895438e-4
571,8.571488,47.28553,83,14101011,141,0.00103699366815263,0.00103578900445942,0.002170767034052005,8.802423458940794e-4
572,8.571507,47.28643,99,14101011,141,0.0012106564325907,9.0441979223225e-4,0.002170767034052005,8.802423458940794e-4
573,8.571526,47.28733,70,14101011,141,0.00132923095658285,8.9757547593581e-4,0.002170767034052005,8.802423458940794e-4
574,8.571546,47.28823,48,14101011,141,0.00174332371048624,8.642003032961e-4,0.002170767034052005,8.802423458940794e-4
575,8.571565,47.28913,11,14101011,141,0.00157388264084697,6.4632198762212e-4,0.002170767034052005,8.802423458940794e-4
576,8.571584,47.29003,19,14101011,141,0.00175997816849805,6.5190902157925e-4,0.002170767034052005,8.802423458940794e-4
577,8.571603,47.29092,36,14101011,141,0.00170996280961972,6.1942353512406e-4,0.002170767034052005,8.802423458940794e-4
578,8.572524,47.27203,3,13701001,137,2.99842606535e-4,4.0217570978736e-4,5.678864776612664e-4,8.56909960488021e-4
579,8.572543,47.27292,34,13701001,137,4.1334392289173e-4,5.4516741029435e-4,5.678864776612664e-4,8.56909960488021e-4
580,8.572562,47.27382,14,13701001,137,5.0066200931723e-4,6.46089312215e-4,5.678864776612664e-4,8.56909960488021e-4
581,8.572581,47.27472,25,13701001,137,6.7599503802425e-4,8.209736664376e-4,5.678864776612664e-4,8.56909960488021e-4
582,8.5726,47.27562,22,13701001,137,7.9076352484952e-4,9.1377129308647e-4,5.678864776612664e-4,8.56909960488021e-4
583,8.572619,47.27652,23,13701001,137,8.8886715410159e-4,9.7832424263721e-4,5.678864776612664e-4,8.56909960488021e-4
584,8.572638,47.27742,41,13701002,137,9.8114394034605e-4,0.00102411696712529,5.754443353345603e-4,0.0010353944116501487
585,8.572657,47.27832,63,13701001,137,9.9717825478921e-4,0.00102792773392721,5.678864776612664e-4,8.56909960488021e-4
586,8.572676,47.27922,13,14101012,141,9.7024496420143e-4,0.00101567801911046,7.478943242087212e-4,9.552562874895438e-4
587,8.572695,47.28012,54,14101012,141,0.00102012102078877,0.00100371672830785,7.478943242087212e-4,9.552562874895438e-4
588,8.572715,47.28102,84,14101012,141,9.4883207313835e-4,9.2904560344038e-4,7.478943242087212e-4,9.552562874895438e-4
589,8.572734,47.28192,76,14101012,141,9.6215462066968e-4,0.00119294227571144,7.478943242087212e-4,9.552562874895438e-4
590,8.572753,47.28282,72,14101012,141,8.8979730637072e-4,0.00116057905926654,7.478943242087212e-4,9.552562874895438e-4
591,8.572772,47.28372,46,14101012,141,7.9654779178639e-4,0.00113698880380509,7.478943242087212e-4,9.552562874895438e-4
592,8.572791,47.28462,21,14101012,141,5.5181003482356e-4,9.3620982284351e-4,7.478943242087212e-4,9.552562874895438e-4
593,8.57281,47.28552,102,14101011,141,4.6423363488103e-4,8.7327338918398e-4,0.002170767034052005,8.802423458940794e-4
594,8.572829,47.28641,45,14101011,141,8.3757343220072e-4,7.2239690140204e-4,0.002170767034052005,8.802423458940794e-4
595,8.572848,47.28731,8,14101011,141,8.3639194124617e-4,7.1238818225418e-4,0.002170767034052005,8.802423458940794e-4
596,8.572867,47.28821,50,14101011,141,0.00107044199900857,7.1794813583128e-4,0.002170767034052005,8.802423458940794e-4
597,8.572886,47.28911,36,14101011,141,0.00106755734517126,5.344470405896e-4,0.002170767034052005,8.802423458940794e-4
598,8.572906,47.29001,3,14101011,141,7.9040994321031e-4,2.5742798487447e-4,0.002170767034052005,8.802423458940794e-4
599,8.573845,47.27201,29,13701001,137,3.0816891673884e-4,4.1298187402331e-4,5.678864776612664e-4,8.56909960488021e-4
600,8.573864,47.27291,33,13701001,137,5.3426423267222e-4,8.9872251296867e-4,5.678864776612664e-4,8.56909960488021e-4
601,8.573883,47.27381,42,13701001,137,5.2968068018576e-4,6.777863907774e-4,5.678864776612664e-4,8.56909960488021e-4
602,8.573902,47.27471,36,13701001,137,8.0019892049842e-4,9.2067179057915e-4,5.678864776612664e-4,8.56909960488021e-4
603,8.573921,47.27561,32,13701002,137,9.1955694687438e-4,9.9532044743797e-4,5.754443353345603e-4,0.0010353944116501487
604,8.573941,47.27651,137,13701002,137,9.8710053667849e-4,0.0010264455940346,5.754443353345603e-4,0.0010353944116501487
605,8.57396,47.27741,59,13701002,137,0.00100588226039357,0.00103312090785672,5.754443353345603e-4,0.0010353944116501487
606,8.573979,47.27831,73,13701002,137,0.00104694144227476,0.00104249790231884,5.754443353345603e-4,0.0010353944116501487
607,8.573998,47.27921,51,13701002,137,0.00104789817597378,0.00103731928365087,5.754443353345603e-4,0.0010353944116501487
608,8.574017,47.28011,93,13701002,137,0.00104654363003712,0.00103254189002462,5.754443353345603e-4,0.0010353944116501487
609,8.574036,47.28101,27,14101012,141,0.00102936385820521,0.00101047967601094,7.478943242087212e-4,9.552562874895438e-4
610,8.574055,47.28191,39,14101012,141,9.8585429088438e-4,9.6209664330635e-4,7.478943242087212e-4,9.552562874895438e-4
611,8.574074,47.2828,77,14101012,141,8.6245281382227e-4,0.00106697206288409,7.478943242087212e-4,9.552562874895438e-4
612,8.574093,47.2837,66,14101012,141,4.4224721918377e-4,6.9848069317794e-4,7.478943242087212e-4,9.552562874895438e-4
613,8.574113,47.2846,6,14101012,141,5.1585141118723e-4,8.2700236398555e-4,7.478943242087212e-4,9.552562874895438e-4
614,8.574132,47.2855,21,14101011,141,0,2.6798061989666e-4,0.002170767034052005,8.802423458940794e-4
615,8.574189,47.2882,9,14101011,141,5.7557324577063e-4,3.6393834138195e-4,0.002170767034052005,8.802423458940794e-4
616,8.575128,47.2702,7,13701001,137,2.7902492704705e-4,7.6291515346439e-4,5.678864776612664e-4,8.56909960488021e-4
617,8.575147,47.2711,80,13701001,137,3.4832215718627e-4,7.7613960688834e-4,5.678864776612664e-4,8.56909960488021e-4
618,8.575166,47.272,119,13701001,137,4.5787059772084e-4,9.1388678147753e-4,5.678864776612664e-4,8.56909960488021e-4
619,8.575185,47.2729,89,13701001,137,5.6366740823794e-4,9.4250586405561e-4,5.678864776612664e-4,8.56909960488021e-4
620,8.575205,47.2738,70,13701001,137,7.0641007659635e-4,0.00109265894978763,5.678864776612664e-4,8.56909960488021e-4
621,8.575224,47.2747,18,13701002,137,8.0800001120312e-4,0.00116833108693778,5.754443353345603e-4,0.0010353944116501487
622,8.575243,47.2756,8,13701002,137,8.658244397589e-4,9.5343292573949e-4,5.754443353345603e-4,0.0010353944116501487
623,8.575262,47.2765,65,13701002,137,9.9438786788081e-4,0.00102916194671622,5.754443353345603e-4,0.0010353944116501487
624,8.575281,47.2774,52,13701002,137,0.00102063085875218,0.00103752557465152,5.754443353345603e-4,0.0010353944116501487
625,8.5753,47.27829,44,13701002,137,0.00105275860122428,0.0010423431975905,5.754443353345603e-4,0.0010353944116501487
626,8.575319,47.27919,43,13701002,137,0.00105520901886442,0.00104194968315895,5.754443353345603e-4,0.0010353944116501487
627,8.575339,47.28009,54,13701003,137,0.00104592931302702,0.00102938861632206,7.142044617793805e-4,9.437125569087219e-4
628,8.575358,47.28099,48,13701003,137,0.00101856137008762,9.9633611247508e-4,7.142044617793805e-4,9.437125569087219e-4
629,8.575377,47.28189,72,14101012,141,9.5954522819411e-4,9.3318349599117e-4,7.478943242087212e-4,9.552562874895438e-4
630,8.575396,47.28279,76,14101012,141,8.8427387899288e-4,8.5381357468429e-4,7.478943242087212e-4,9.552562874895438e-4
631,8.575415,47.28369,31,14101012,141,7.0558658961925e-4,8.9167009388955e-4,7.478943242087212e-4,9.552562874895438e-4
632,8.575434,47.28459,46,14101012,141,4.4981248352165e-4,6.8085224503131e-4,7.478943242087212e-4,9.552562874895438e-4
633,8.575453,47.28549,50,14101012,141,3.8455567646239e-4,3.5923107996439e-4,7.478943242087212e-4,9.552562874895438e-4
634,8.576373,47.26659,9,13701001,137,0,7.6449631704784e-4,5.678864776612664e-4,8.56909960488021e-4
635,8.576449,47.27019,5,13701001,137,2.6984688394293e-4,8.6664439564422e-4,5.678864776612664e-4,8.56909960488021e-4
636,8.576468,47.27109,28,13701001,137,3.445735708855e-4,4.6002267370752e-4,5.678864776612664e-4,8.56909960488021e-4
637,8.576488,47.27199,22,13701001,137,4.4475809200729e-4,8.5183279334555e-4,5.678864776612664e-4,8.56909960488021e-4
638,8.576507,47.27289,33,13701001,137,5.399693352996e-4,0.00106150776788115,5.678864776612664e-4,8.56909960488021e-4
639,8.576526,47.27378,28,13701002,137,6.2159289775794e-4,0.00101830132413102,5.754443353345603e-4,0.0010353944116501487
640,8.576545,47.27468,100,13701002,137,7.5755153415457e-4,0.00107162445525597,5.754443353345603e-4,0.0010353944116501487
641,8.576564,47.27558,51,13701002,137,8.8483947051592e-4,9.2497716585993e-4,5.754443353345603e-4,0.0010353944116501487
642,8.576603,47.27738,20,13701002,137,0.00103252568788037,0.00103046479061792,5.754443353345603e-4,0.0010353944116501487
643,8.576622,47.27828,68,13701003,137,0.00104728703646352,0.00103911739444252,7.142044617793805e-4,9.437125569087219e-4
644,8.576641,47.27918,50,13701003,137,0.0010298076906176,0.001027499559555,7.142044617793805e-4,9.437125569087219e-4
645,8.57666,47.28008,28,13701003,137,9.7880741033764e-4,9.8517161949791e-4,7.142044617793805e-4,9.437125569087219e-4
646,8.576679,47.28098,41,13701003,137,0.0010121557394406,9.8892170279438e-4,7.142044617793805e-4,9.437125569087219e-4
647,8.576698,47.28188,49,14101012,141,9.062843243465e-4,8.7287188817645e-4,7.478943242087212e-4,9.552562874895438e-4
648,8.576718,47.28278,9,14101012,141,8.0581022504582e-4,7.6863704583523e-4,7.478943242087212e-4,9.552562874895438e-4
649,8.576737,47.28368,6,14101012,141,6.1751627441641e-4,5.8155895557784e-4,7.478943242087212e-4,9.552562874895438e-4
650,8.576756,47.28458,9,14101012,141,4.1949816780819e-4,3.9213003596779e-4,7.478943242087212e-4,9.552562874895438e-4
651,8.577694,47.26658,21,13701001,137,0,8.2596847896231e-4,5.678864776612664e-4,8.56909960488021e-4
652,8.577732,47.26838,4,13701001,137,0,7.7853054922249e-4,5.678864776612664e-4,8.56909960488021e-4
653,8.577751,47.26928,17,13701001,137,2.2028969770377e-4,0.00103769943486061,5.678864776612664e-4,8.56909960488021e-4
654,8.577771,47.27017,21,13701001,137,2.6923814709646e-4,0.00100019241120268,5.678864776612664e-4,8.56909960488021e-4
655,8.57779,47.27107,40,13701001,137,3.3047932276179e-4,9.7047673973564e-4,5.678864776612664e-4,8.56909960488021e-4
656,8.577809,47.27197,39,13701001,137,4.0072586727453e-4,0.00108399631856344,5.678864776612664e-4,8.56909960488021e-4
657,8.577828,47.27287,7,13701002,137,5.0045159071193e-4,9.9258524764394e-4,5.754443353345603e-4,0.0010353944116501487
658,8.577847,47.27377,45,13701002,137,6.4876996574416e-4,0.00103377492479984,5.754443353345603e-4,0.0010353944116501487
659,8.577867,47.27467,18,13701002,137,7.2459641491608e-4,0.00104493395710056,5.754443353345603e-4,0.0010353944116501487
660,8.577886,47.27557,37,13701002,137,9.0166053041063e-4,0.00120496603450088,5.754443353345603e-4,0.0010353944116501487
661,8.577905,47.27647,28,13701002,137,9.5654138206475e-4,0.00118721976425705,5.754443353345603e-4,0.0010353944116501487
662,8.577924,47.27737,25,13701003,137,9.8185389245957e-4,9.9120701251396e-4,7.142044617793805e-4,9.437125569087219e-4
663,8.577943,47.27827,39,13701003,137,9.8971576826855e-4,9.9742382963426e-4,7.142044617793805e-4,9.437125569087219e-4
664,8.577963,47.27917,6,13701003,137,9.8072785107012e-4,9.9031006751416e-4,7.142044617793805e-4,9.437125569087219e-4
665,8.577982,47.28007,73,13701003,137,9.0953110369278e-4,9.3101240727917e-4,7.142044617793805e-4,9.437125569087219e-4
666,8.578001,47.28097,40,13701003,137,8.1702010126632e-4,7.8007779863962e-4,7.142044617793805e-4,9.437125569087219e-4
667,8.57802,47.28187,70,14101012,141,8.0317444120832e-4,7.6595294009875e-4,7.478943242087212e-4,9.552562874895438e-4
668,8.578039,47.28277,3,14101012,141,2.4988051707892e-4,2.3339292605582e-4,7.478943242087212e-4,9.552562874895438e-4
669,8.579015,47.26656,26,13301002,133,0,8.9494417247362e-4,2.034021255840504e-4,8.368573256337847e-4
670,8.579034,47.26746,17,13301002,133,0,9.4262031816538e-4,2.034021255840504e-4,8.368573256337847e-4
671,8.579054,47.26836,52,13701001,137,0,9.1007962026995e-4,5.678864776612664e-4,8.56909960488021e-4
672,8.579073,47.26926,78,13701002,137,0,0.00109190331172501,5.754443353345603e-4,0.0010353944116501487
673,8.579092,47.27016,64,13701002,137,2.2385236344304e-4,9.8441164470267e-4,5.754443353345603e-4,0.0010353944116501487
674,8.579111,47.27106,30,13701002,137,2.8989886174718e-4,0.00110848599209562,5.754443353345603e-4,0.0010353944116501487
675,8.57913,47.27196,16,13701002,137,3.074721564745e-4,9.5086068559809e-4,5.754443353345603e-4,0.0010353944116501487
676,8.57915,47.27286,33,13701002,137,2.4559213047609e-4,7.7149995241636e-4,5.754443353345603e-4,0.0010353944116501487
677,8.579169,47.27376,48,13701002,137,6.349172246306e-4,0.00107007380273617,5.754443353345603e-4,0.0010353944116501487
678,8.579188,47.27466,50,13701002,137,7.3812661663156e-4,0.00117100684120732,5.754443353345603e-4,0.0010353944116501487
679,8.579207,47.27556,33,13701003,137,7.9199020364187e-4,0.00111796981020709,7.142044617793805e-4,9.437125569087219e-4
680,8.579226,47.27646,110,13701003,137,8.0207365056593e-4,0.0010531737562169,7.142044617793805e-4,9.437125569087219e-4
681,8.579246,47.27736,71,13701003,137,8.4687020785122e-4,8.7566491694648e-4,7.142044617793805e-4,9.437125569087219e-4
682,8.579265,47.27826,20,13701003,137,9.112710005092e-4,9.325869657749e-4,7.142044617793805e-4,9.437125569087219e-4
683,8.579284,47.27915,108,13701003,137,7.4242378806267e-4,7.7875174018415e-4,7.142044617793805e-4,9.437125569087219e-4
684,8.579303,47.28005,50,13701003,137,7.7138381610078e-4,8.0606586024502e-4,7.142044617793805e-4,9.437125569087219e-4
685,8.579322,47.28095,46,13701003,137,6.918040181669e-4,7.1301106645054e-4,7.142044617793805e-4,9.437125569087219e-4
686,8.579342,47.28185,6,13701003,137,6.8555264940597e-4,6.4818374815099e-4,7.142044617793805e-4,9.437125569087219e-4
687,8.580298,47.26475,3,13301002,133,0,0.00100249167928944,2.034021255840504e-4,8.368573256337847e-4
688,8.580317,47.26565,18,13301002,133,0,0.00101344743424691,2.034021255840504e-4,8.368573256337847e-4
689,8.580336,47.26655,25,13301002,133,0,9.6535292338735e-4,2.034021255840504e-4,8.368573256337847e-4
690,8.580356,47.26745,92,13301001,133,0,9.9144138800288e-4,5.916134874314783e-5,0.0010526463299537294
691,8.580375,47.26835,55,13701002,137,0,9.5501192071894e-4,5.754443353345603e-4,0.0010353944116501487
692,8.580394,47.26925,102,13701002,137,0,8.9859100228668e-4,5.754443353345603e-4,0.0010353944116501487
693,8.580413,47.27015,66,13701002,137,2.2350323998015e-4,0.00105078046248801,5.754443353345603e-4,0.0010353944116501487
694,8.580433,47.27105,54,13701002,137,2.7889877392209e-4,0.00110101793467084,5.754443353345603e-4,0.0010353944116501487
695,8.580452,47.27195,109,13701002,137,3.8558712724035e-4,0.00115420216635571,5.754443353345603e-4,0.0010353944116501487
696,8.580471,47.27285,76,13701003,137,4.7086236210759e-4,0.00113476599997472,7.142044617793805e-4,9.437125569087219e-4
697,8.58049,47.27375,23,13701003,137,5.0795589547538e-4,0.00103564101752221,7.142044617793805e-4,9.437125569087219e-4
698,8.580509,47.27465,50,13701003,137,5.9909737424606e-4,0.00102017766252969,7.142044617793805e-4,9.437125569087219e-4
699,8.580529,47.27554,30,13701003,137,6.4289377043697e-4,9.8406573408022e-4,7.142044617793805e-4,9.437125569087219e-4
700,8.580548,47.27644,26,13701003,137,6.6891602800269e-4,9.3608667111026e-4,7.142044617793805e-4,9.437125569087219e-4
701,8.580567,47.27734,20,13701003,137,6.6702879794595e-4,7.0559540224365e-4,7.142044617793805e-4,9.437125569087219e-4
702,8.580586,47.27824,53,13701003,137,7.454373836535e-4,7.815122384914e-4,7.142044617793805e-4,9.437125569087219e-4
703,8.580606,47.27914,19,13701003,137,6.7481506452958e-4,7.1335821495653e-4,7.142044617793805e-4,9.437125569087219e-4
704,8.580625,47.28004,3,13701003,137,4.8195588013139e-4,5.1783292496316e-4,7.142044617793805e-4,9.437125569087219e-4
705,8.581619,47.26474,51,13301002,133,0,9.8088991026418e-4,2.034021255840504e-4,8.368573256337847e-4
706,8.581638,47.26564,35,13301002,133,0,0.00102603215982883,2.034021255840504e-4,8.368573256337847e-4
707,8.581658,47.26654,116,13301001,133,0,0.00102852478580515,5.916134874314783e-5,0.0010526463299537294
708,8.5816770000000009,47.26744,154,13301001,133,0,0.00103897323503932,5.916134874314783e-5,0.0010526463299537294
709,8.581696,47.26834,90,13701002,137,0,0.00103697313766389,5.754443353345603e-4,0.0010353944116501487
710,8.581715,47.26924,140,13701002,137,0,9.6631989818055e-4,5.754443353345603e-4,0.0010353944116501487
711,8.581735,47.27014,16,13701002,137,0,0.00117904109085614,5.754443353345603e-4,0.0010353944116501487
712,8.581754,47.27103,17,13701003,137,2.8277293981603e-4,0.00119106659861754,7.142044617793805e-4,9.437125569087219e-4
713,8.581773,47.27193,50,13701003,137,2.8943999271888e-4,0.00103024277877741,7.142044617793805e-4,9.437125569087219e-4
714,8.581792,47.27283,36,13701003,137,2.6465828285709e-4,8.819504095061e-4,7.142044617793805e-4,9.437125569087219e-4
715,8.581812,47.27373,8,13701003,137,3.5155420212951e-4,8.5517469951337e-4,7.142044617793805e-4,9.437125569087219e-4
716,8.581831,47.27463,19,13701003,137,4.3802297879602e-4,8.5786710560556e-4,7.142044617793805e-4,9.437125569087219e-4
717,8.58185,47.27553,5,13701003,137,4.6094467159248e-4,8.0081393492764e-4,7.142044617793805e-4,9.437125569087219e-4
718,8.582825,47.25933,3,13301002,133,0,0,2.034021255840504e-4,8.368573256337847e-4
719,8.582844,47.26023,22,13301002,133,0,3.2700995635875e-4,2.034021255840504e-4,8.368573256337847e-4
720,8.582863,47.26113,11,13301002,133,0,4.0827010116954e-4,2.034021255840504e-4,8.368573256337847e-4
721,8.582902,47.26293,5,13301002,133,0,7.5605694201359e-4,2.034021255840504e-4,8.368573256337847e-4
722,8.582921,47.26383,4,13301002,133,0,8.8813993417249e-4,2.034021255840504e-4,8.368573256337847e-4
723,8.58294,47.26473,112,13301002,133,0,0.00102202974606684,2.034021255840504e-4,8.368573256337847e-4
724,8.58296,47.26563,103,13301001,133,0,0.00103666577636195,5.916134874314783e-5,0.0010526463299537294
725,8.582979,47.26652,10,13301001,133,0,0.00104270333049369,5.916134874314783e-5,0.0010526463299537294
726,8.582998,47.26742,59,13301001,133,0,0.00104246042045545,5.916134874314783e-5,0.0010526463299537294
727,8.583017,47.26832,41,13301001,133,0,0.00100457092251005,5.916134874314783e-5,0.0010526463299537294
728,8.583037,47.26922,19,13701002,137,0,0.00100160700023259,5.754443353345603e-4,0.0010353944116501487
729,8.583056,47.27012,9,13701003,137,0,0.00116900859862425,7.142044617793805e-4,9.437125569087219e-4
730,8.583075,47.27102,34,13701003,137,0,0.00104177038086468,7.142044617793805e-4,9.437125569087219e-4
