location,lon,lat,population,ID,ID_Gem,Ai_walk_correct,Ai_walk_optimum,Ai_z_norm_correct,Ai_z_norm_optimized
257,8.552132,47.30821,100,13901002,139,7.6443883268288e-4,0.00104181606710744,5.715822808700232e-4,0.001096828706458473
258,8.55215,47.3091,32,13901002,139,7.5229426936905e-4,0.00103937972023609,5.715822808700232e-4,0.001096828706458473
259,8.552169,47.31,56,13901002,139,7.3939116750579e-4,0.0010413414020431,5.715822808700232e-4,0.001096828706458473
260,8.552188,47.3109,52,13901002,139,5.8586831413417e-4,0.00115438020955672,5.715822808700232e-4,0.001096828706458473
261,8.552207,47.3118,47,13901002,139,6.5739375258457e-4,0.00127066095776247,5.715822808700232e-4,0.001096828706458473
262,8.552225,47.3127,48,13901002,139,5.9441469629253e-4,0.00125600169481771,5.715822808700232e-4,0.001096828706458473
263,8.552244,47.3136,109,13901002,139,5.140988078085e-4,0.00120382016604859,5.715822808700232e-4,0.001096828706458473
264,8.552263,47.3145,67,13901004,139,4.0995717243269e-4,0.00102567854673381,5.865734979227179e-4,9.185209285128581e-4
265,8.552282,47.3154,72,13501006,135,5.2498601409956e-4,9.8313810534256e-4,6.132683016857008e-4,6.711266778276288e-4
266,8.5523,47.3163,28,13501006,135,2.5761991596808e-4,5.1656048110184e-4,6.132683016857008e-4,6.711266778276288e-4
267,8.552319,47.3172,3,13501006,135,4.507882371579e-4,5.641701503947e-4,6.132683016857008e-4,6.711266778276288e-4
268,8.552338,47.3181,65,13501006,135,4.7475448099291e-4,6.1678976917519e-4,6.132683016857008e-4,6.711266778276288e-4
269,8.552357,47.319,27,13501006,135,5.64677346127e-4,4.4140867345524e-4,6.132683016857008e-4,6.711266778276288e-4
270,8.553116,47.292,21,14101003,141,0,3.1897859542916e-4,8.86971276594094e-4,6.624367989290904e-4
271,8.553135,47.2929,3,14101003,141,7.5982054979365e-4,3.5882788142497e-4,8.86971276594094e-4,6.624367989290904e-4
272,8.553153,47.2938,72,14101003,141,0,4.386326908392e-4,8.86971276594094e-4,6.624367989290904e-4
273,8.553172,47.2947,27,14101003,141,2.3762828522857e-4,5.402310805453e-4,8.86971276594094e-4,6.624367989290904e-4
274,8.553191,47.2956,13,14101003,141,4.8143234513212e-4,7.0130053694304e-4,8.86971276594094e-4,6.624367989290904e-4
275,8.55321,47.2965,17,14101003,141,3.1457095364589e-4,6.8279833001382e-4,8.86971276594094e-4,6.624367989290904e-4
276,8.553228,47.2974,12,14101003,141,0.00113637902017003,8.3937739185411e-4,8.86971276594094e-4,6.624367989290904e-4
277,8.553247,47.2983,26,14101004,141,0.00148914131126034,9.4472897566857e-4,0.0024585035933824026,0.001253411798256908
278,8.553266,47.2992,28,14101004,141,7.1357649703219e-4,7.6393557489166e-4,0.0024585035933824026,0.001253411798256908
279,8.553285,47.3001,34,14101004,141,0.0013435010831294,0.00107284990095479,0.0024585035933824026,0.001253411798256908
280,8.553304,47.301,24,13901003,139,4.7516661811201e-4,8.8251457786053e-4,9.221442474174417e-4,0.0010987616940906317
281,8.553322,47.3019,44,13901003,139,8.2151754890411e-4,0.00110686979364558,9.221442474174417e-4,0.0010987616940906317
282,8.553341,47.3028,43,13901003,139,5.8732448464243e-4,0.00104100227502706,9.221442474174417e-4,0.0010987616940906317
283,8.55336,47.3037,55,13901003,139,8.7269634095723e-4,0.00130116019779252,9.221442474174417e-4,0.0010987616940906317
284,8.553379,47.3046,43,13901003,139,9.1340000758707e-4,0.0012264658821117,9.221442474174417e-4,0.0010987616940906317
285,8.553397,47.30549,57,13901003,139,7.1801256152478e-4,0.00128395872990692,9.221442474174417e-4,0.0010987616940906317
286,8.553416,47.30639,126,13901003,139,7.5736381093179e-4,0.00121532350217081,9.221442474174417e-4,0.0010987616940906317
287,8.553435,47.30729,24,13901003,139,7.6694000897166e-4,0.00125968176132007,9.221442474174417e-4,0.0010987616940906317
288,8.553454,47.30819,32,13901002,139,7.7290931807379e-4,0.00103966836231804,5.715822808700232e-4,0.001096828706458473
289,8.553473,47.30909,31,13901002,139,7.712237373334e-4,0.00104211269399902,5.715822808700232e-4,0.001096828706458473
290,8.553491,47.30999,99,13901002,139,7.6168958547857e-4,0.00103571026611779,5.715822808700232e-4,0.001096828706458473
291,8.55351,47.31089,114,13901004,139,7.2391235047824e-4,0.00102638079224802,5.865734979227179e-4,9.185209285128581e-4
292,8.553529,47.31179,13,13901004,139,6.4271653119122e-4,8.8876476144709e-4,5.865734979227179e-4,9.185209285128581e-4
293,8.553548,47.31269,115,13901004,139,5.7109151921588e-4,9.0532470802661e-4,5.865734979227179e-4,9.185209285128581e-4
294,8.553567,47.31359,108,13901004,139,5.0068655525382e-4,0.00106489293914091,5.865734979227179e-4,9.185209285128581e-4
295,8.553585,47.31449,86,13901004,139,4.0823358753887e-4,9.8404478076926e-4,5.865734979227179e-4,9.185209285128581e-4
296,8.553604,47.31539,72,13501006,135,4.9326103838017e-4,7.8154056203153e-4,6.132683016857008e-4,6.711266778276288e-4
